taxon_id,taxon_rank,scientific_name,assembly_id,bioproject,ucsc_assembly_name,refseq_accession,assembly_name,assembly_id,order,class,busco_completeness,assembly_level,assembly_span,contig_n50,scaffold_n50,contig_l50,scaffold_l50,contig_count,scaffold_count,chromosome_count,n_percent,assembly_status,biosample_representative,V25,last_updated,sample_sex,assembly_type,refseq_category,submitter,ebp_standard_criteria,V32
75038,species,Scatophagus argus,GCA_030323985.1,,,,ASM3032398v1,GCA_030323985.1,,Actinopteri,NA,Scaffold,676'390'204,21'161,23'583'197,7'965,13,165'804,124'116,,,,primary,,2023-06-22,not determined,haploid,,Iridian Genomes,,
75485,species,Rissa tridactyla,GCA_013401015.1,,,,ASM1340101v1,GCA_013401015.1,Charadriiformes,Aves,97.4,Scaffold,1'192'865'200,54'641,17'652'270,6'014,20,96'463,53'283,,2.33,,primary,,2020-07-10,female,haploid,,B10K Consortium,,
76066,species,Engystomops pustulosus,GCA_019512145.1,PRJNA578590,,,UCB_Epus_1.0,GCA_019512145.1,Anura,Amphibia,75.8,Chromosome,2'555'516'698,305'357,172'109'237,2'139,6,125'761,108'304,11,0.38,,primary,,2021-08-10,female,haploid,,University of California, Berkeley,,
77598,species,Heterohyrax brucei,GCA_004026845.1,PRJNA399398,GCA_004026845.1,,HetBruBak_v1_BIUU,GCA_004026845.1,Hyracoidea,Mammalia,76.4,Scaffold,3'618'151'652,62'841,67'904,15'385,14'115,971'748,967'933,,0.01,,primary,,2019-01-16,missing,haploid,,Broad Institute,,
77932,subspecies,Diceros bicornis minor,GCA_013634535.1,,,,ASM1363453v1,GCA_013634535.1,Perissodactyla,Mammalia,NA,Scaffold,2'331'669'150,6'035,28'520'426,103'599,23,1'115'081,4'262,,,,primary,,2020-07-24,male,haploid,,University of Venda,,
82655,species,Conger conger,GCA_029692045.1,,,,COCON_1.0,GCA_029692045.1,Anguilliformes,Actinopteri,NA,Chromosome,1'005'908'649,1'398'550,55'204'474,197,8,4'043,1'686,19,,,primary,,2023-04-12,female,haploid,,GenoFish,6.7;6.C,
83653,species,Grampus griseus,GCA_028646425.1,,,,Grampus_griseus_HiC,GCA_028646425.1,Artiodactyla,Mammalia,NA,Chromosome,2'536'411'710,62'041,93'180'659,11'274,11,813'233,773'381,22,,,primary,,2023-02-16,female,haploid,,DNA Zoo,,
88682,species,Diretmus argenteus,GCA_900660295.1,PRJEB30779,,,Diretmus_argenteus_assembly,GCA_900660295.1,Trachichthyiformes,Actinopteri,17,Scaffold,302'363'458,2'172,3'367,47'724,26'944,162'384,107'968,,0.5700000000000000,primary,primary,,2019-06-15,,haploid,reference genome,CEES,,
92651,species,Macrotis lagotis,GCA_037893015.1,,GCA_037893015.1,,bilby.v1.9.chrom.fasta,GCA_037893015.1,Peramelemorphia,Mammalia,NA,Chromosome,3'655'715'178,1'227'456,343'853'051,866,3,5'027,608,9,,primary,primary,,2024-04-04,female,haploid,reference genome,The University of Sydney,6.7;6.C,
93162,species,Marmota flaviventris,GCA_003676075.3,,,GCF_003676075.3,GSC_YBM_2.1,GCA_003676075.3,Rodentia,Mammalia,NA,Scaffold,2'579'522'885,143'798,11'407'078,5'013,62,68'411,33'523,,,primary,primary,,2019-05-24,female,haploid,,Canada's Genomic Enterprise,,
94835,species,Gavialis gangeticus,GCA_001723915.1,,,GCF_001723915.1,GavGan_comp1,GCA_001723915.1,Crocodylia,,NA,Scaffold,2'640'775'248,14'799,96'076'944,39'517,8,248'606,80,,,primary,primary,,2016-09-13,female,haploid,,The International Crocodilian Genomes Working Group,,
99487,subspecies,Elephas maximus indicus,GCA_036984225.1,,,,ASM3698422v1,GCA_036984225.1,Proboscidea,Mammalia,NA,Scaffold,3'123'454'103,122'429,467'125,7'141,1'883,84'158,53'873,,,,primary,,2024-01-08,,haploid,,University of Tokyo,,
100784,subspecies,Balearica regulorum gibbericeps,GCA_000709895.1,PRJNA212879,,GCF_000709895.1,ASM70989v1,GCA_000709895.1,Gruiformes,Aves,91.8,Scaffold,1'127'605'500,23'333,52'178,14'476,6'181,111'849,53'490,,0.32,primary,primary,,2014-06-25,male,haploid,,BGI,,
100859,species,Vanellus vanellus,GCA_041043765.1,,,,ASM4104376v1,GCA_041043765.1,Charadriiformes,Aves,NA,Scaffold,1'288'776'276,12'352,51'682'309,28'087,8,414'910,243'444,,,primary,primary,,2024-08-05,not determined,haploid,reference genome,Iridian Genomes,,
101497,species,Notothenia rossii,GCA_943590865.1,,,,fNotRos1,GCA_943590865.1,Perciformes,Actinopteri,NA,Scaffold,987'096'595,16'621,1'691'959,13'645,112,113'758,50'622,,,,primary,,2022-06-15,,haploid,,WELLCOME SANGER INSTITUTE,,
109905,species,Chelmon rostratus,GCA_037975115.1,,,,ASM3797511v1,GCA_037975115.1,Chaetodontiformes,Actinopteri,NA,Chromosome,637'417'433,317'973,25'929'763,563,12,9'741,5'878,24,,,primary,,2024-04-08,male,haploid,,BGI,,
110926,species,Cygnus columbianus,GCA_049176835.1,,,,ASM4917683v1,GCA_049176835.1,Anseriformes,Aves,NA,Scaffold,1'119'773'419,36'345,76'721'406,8'557,5,96'764,39'180,,,,primary,,2025-03-30,not determined,haploid,,Iridian Genomes,,
111125,species,Ranitomeya imitator,GCA_958301615.1,,,,R_imi_1.0,GCA_958301615.1,Anura,Amphibia,NA,Scaffold,6'023'662'647,308'637,389'727,4'792,3'830,83'600,79'800,,,,primary,,2023-07-19,likely male,haploid,,university of houston,,
111811,species,Caprimulgus europaeus,GCA_045788555.1,,,,ASM4578855v1,GCA_045788555.1,Caprimulgiformes,Aves,NA,Scaffold,1'181'907'329,33'097,37'902,10'368,9'543,265'689,259'209,,,,primary,,2024-12-06,missing,haploid,,Bird 10,000 Genomes (B10K) consortium,,
111821,species,Strix aluco,GCA_045787325.1,,,,ASM4578732v1,GCA_045787325.1,Strigiformes,Aves,NA,Scaffold,1'224'867'313,96'756,775'167,3'471,434,51'128,36'666,,,,primary,,2024-12-06,Unknown,haploid,,Bird 10,000 Genomes (B10K) consortium,,
113540,species,Scleropages formosus,GCA_001624245.1,PRJNA290061,,,ASM162424v1,GCA_001624245.1,Osteoglossiformes,Actinopteri,95.3,Scaffold,746'544'453,63'526,1'870'178,3'378,115,36'404,14'183,,1.28,,primary,,2016-04-20,male,haploid,,BGI-SZ,,
118200,species,Dryobates pubescens,GCA_000699005.1,PRJNA212874,,GCF_000699005.1,ASM69900v1,GCA_000699005.1,Piciformes,Aves,94.4,Scaffold,1'167'323'935,24'809,2'093'929,12'353,168,127'725,31'254,,3.71,primary,primary,,2014-06-06,female,haploid,,BGI,,
119627,species,Larus michahellis,GCA_045784605.1,,,,ASM4578460v1,GCA_045784605.1,Charadriiformes,Aves,NA,Scaffold,1'209'234'356,192'718,1'679'674,1'552,190,40'841,30'962,,,,primary,,2024-12-06,female,haploid,,Bird 10,000 Genomes (B10K) consortium,,
121530,species,Tauraco erythrolophus,GCA_000709365.1,PRJNA212908,,GCF_000709365.1,ASM70936v1,GCA_000709365.1,Musophagiformes,Aves,91.1,Scaffold,1'155'540'733,22'885,56'334,14'965,5'784,134'672,59'587,,0.53,primary,primary,,2014-06-25,male,haploid,,BGI,,
126797,species,Athene noctua,GCA_045787465.1,,,,ASM4578746v1,GCA_045787465.1,Strigiformes,Aves,NA,Scaffold,1'207'574'072,49'067,52'433,8'600,7'898,102'164,96'850,,,primary,primary,,2024-12-06,female,haploid,reference genome,Bird 10,000 Genomes (B10K) consortium,,
127875,species,Cinclus cinclus,GCA_045783075.1,,,,ASM4578307v1,GCA_045783075.1,Passeriformes,Aves,NA,Scaffold,1'048'960'818,169'066,12'360'210,1'666,23,36'209,24'993,,,,primary,,2024-12-06,female,haploid,,Bird 10,000 Genomes (B10K) consortium,,
132585,species,Anser brachyrhynchus,GCA_002592135.1,,,,ASM259213v1,GCA_002592135.1,Anseriformes,Aves,NA,Scaffold,1'116'992'394,97'462,4'974'386,3'034,63,28'533,2'723,,,,primary,,2017-10-19,male,haploid,,Aarhus University, Denmark,,
134920,species,Pungitius pungitius,GCA_003399555.1,PRJNA324574,,,ASM339955v1,GCA_003399555.1,Perciformes,Actinopteri,93,Scaffold,441'089'565,14'136,302'682,7'145,323,49'352,7'847,,14.51,,primary,,2018-08-16,male,haploid,,University of Utah,,
143292,species,Manis pentadactyla,GCA_014570555.1,,,GCF_014570555.1,YNU_ManPten_2.0,GCA_014570555.1,Pholidota,Mammalia,NA,Scaffold,2'399'643'910,151'937,7'836'868,4'136,90,33'490,4'693,,,primary,primary,,2020-09-15,missing,haploid,,Yunnan University,,
150449,species,Aulostomus maculatus,GCA_048301465.1,,GCA_048301465.1,,ASM4830146v1,GCA_048301465.1,Syngnathiformes,Actinopteri,NA,Chromosome,662'926'915,6'127'553,28'137'510,36,11,338,159,24,,primary,primary,,2025-03-03,unknown,haploid,reference genome,University of Copenhagen,6.7;6.C,
151761,species,Amazona ochrocephala,GCA_032360005.1,,,,ASM3236000v1,GCA_032360005.1,Psittaciformes,Aves,NA,Scaffold,1'035'161'551,910,18'360,224'045,16'984,665'252,181'923,,,,primary,,2023-10-04,not determined,haploid,,Iridian Genomes,,
152111,subspecies,Salvelinus alpinus,GCA_036784965.1,,GCA_036784965.1,,fSalAlp2_p1.0,GCA_036784965.1,Salmoniformes,Actinopteri,NA,Scaffold,2'129'014'997,1'203'068,58'852'000,463,10,4'403,1'168,,,,primary,,2024-02-23,female,haploid,,Canada's Genomic Enterprise,,
153643,species,Bucorvus abyssinicus,GCA_013398885.1,,,,ASM1339888v1,GCA_013398885.1,Bucerotiformes,Aves,NA,Scaffold,1'102'577'438,163'894,1'077'696,1'888,262,30'009,13'415,,,,primary,,2020-07-10,missing,haploid,,B10K Consortium,,
158456,species,Betta splendens,GCA_003650155.1,PRJNA416843,,,ASM365015v1,GCA_003650155.1,Anabantiformes,Actinopteri,96.6,Scaffold,456'232'186,38'053,19'754'490,3'147,10,35'779,12'333,,9.55,,primary,,2018-10-15,male,haploid,,BGI,,
161592,species,Syngnathus typhle,GCA_901007915.1,PRJEB32126,,,Syngnathus_typhle_assembly,GCA_901007915.1,Syngnathiformes,Actinopteri,94.1,Scaffold,314'580'961,25'809,3'046'963,3'106,30,24'711,914,,6.88,,primary,,2020-04-15,,haploid,,CEES,,
171736,species,Symphodus melops,GCA_900323315.1,PRJEB12469,,,ASM90032331v1,GCA_900323315.1,Labriformes,Actinopteri,77.8,Scaffold,533'823'763,9'362,21'275,15'952,6'829,95'080,50'156,,0.27,,primary,,2018-03-26,,haploid,,CEES,,
187106,species,Caloenas nicobarica,GCA_013398195.1,,,,ASM1339819v1,GCA_013398195.1,Columbiformes,Aves,NA,Scaffold,1'025'545'389,72'340,20'885'367,4'147,16,37'010,3'685,,,,primary,,2020-07-10,female,haploid,,B10K Consortium,,
187382,species,Chlamydotis macqueenii,GCA_011800025.1,,,,REN_Cmacq_2.0,GCA_011800025.1,Otidiformes,Aves,NA,Scaffold,1'206'946'485,88'943,3'046'415,3'811,125,42'239,5'856,,,,primary,,2020-03-31,male,haploid,,International Fund for Houbara Conservation,,
188344,species,Leptosomus discolor,GCA_000691785.1,PRJNA212897,,GCF_000691785.1,ASM69178v1,GCA_000691785.1,Coraciiformes,Aves,90.9,Scaffold,1'136'244'952,24'735,62'640,13'631,5'157,113'170,57'160,,0.25,primary,primary,,2014-05-23,male,haploid,,BGI,,
196075,species,Sprattus sprattus,GCA_041430245.1,,,,ASM4143024v1,GCA_041430245.1,Clupeiformes,Actinopteri,NA,Scaffold,785'504'377,998'411,23'438'440,226,12,1'397,524,,,,primary,,2024-08-22,male,haploid,,Uppsala University,,
197941,species,Clangula hyemalis,GCA_029619115.1,,,,ASM2961911v1,GCA_029619115.1,Anseriformes,Aves,NA,Scaffold,1'130'355'540,47'528,548'271,6'034,463,81'141,36'831,,,,primary,,2023-04-07,male,haploid,,Aarhus University,,
205130,species,Mastacembelus armatus,GCA_019455525.1,,,,Marm_hapY,GCA_019455525.1,Synbranchiformes,Actinopteri,NA,Chromosome,589'793'654,9'715'001,25'171'794,20,11,404,283,24,,,primary,,2021-08-09,male,haploid,,University of Vienna,6.7;6.C,
206126,species,Spinachia spinachia,GCA_048126635.1,,GCA_048126635.1,,SpiSpi1_v1.hap1,GCA_048126635.1,Perciformes,Actinopteri,NA,Chromosome,407'541'755,6'606'641,19'449'660,17,8,278,37,20,,primary,primary,,2025-02-27,unknown,haploid,reference genome,University of Copenhagen,6.7;6.C,
219594,species,Aythya fuligula,GCA_050125195.1,,,,ASM5012519v1,GCA_050125195.1,Anseriformes,Aves,NA,Scaffold,1'206'369'137,1'803,15'817'622,174'501,11,917'748,413'521,,,,primary,,2025-05-04,not determined,haploid,,Iridian Genomes,,
219752,species,Odontesthes bonariensis,GCA_014825785.1,PRJNA327688,,,GWU_Obon_1.1,GCA_014825785.1,Atheriniformes,Actinopteri,85.1,Scaffold,870'329'685,14'340,60'945,11'351,3'802,117'504,31'268,,22.07,,primary,,2020-09-30,male,haploid,,George Washington University,,
233779,species,Spea bombifrons,GCA_009364475.1,PRJNA529692,,,usc_Sbombifrons_0.1,GCA_009364475.1,Anura,Amphibia,3.7,Scaffold,765'304'928,522,522,464'028,464'029,1'629'902,1'629'896,,0,,primary,,2019-10-28,male,haploid,,University of Southern California,,
238744,species,Menidia menidia,GCA_965154125.1,,,,Mmenidia_refgenome_anchored.all_renamed_v2,GCA_965154125.1,Atheriniformes,Actinopteri,NA,Chromosome,620'052'835,44'269,18'326'025,2'869,15,91'976,42'058,24,,,primary,,2025-02-28,,haploid,,University of British Columbia,,
240206,species,Pterocles gutturalis,GCA_000699245.1,PRJNA212906,,GCF_000699245.1,ASM69924v1,GCA_000699245.1,Pterocliformes,Aves,89.4,Scaffold,1'069'324'295,26'448,49'530,12'048,6'164,107'160,58'607,,0.29,primary,primary,,2014-06-09,male,haploid,,BGI,,
243314,species,Hemiprocne comata,GCA_013396855.1,PRJNA545868,,,ASM1339685v1,GCA_013396855.1,Apodiformes,Aves,95,Scaffold,1'141'196'188,62'389,355'677,4'865,822,76'197,30'279,,1.8800000000000000,,primary,,2020-07-10,female,haploid,,B10K Consortium,,
286537,species,Coilia mystus,GCA_050626335.1,,,,SYSU_CMY_1.0,GCA_050626335.1,Clupeiformes,Actinopteri,NA,Chromosome,892'567'153,3'211'168,34'841'370,75,12,1'023,500,24,,,primary,,2025-05-30,male,haploid,,Sun Yat-sen University,6.7;6.C,
310571,species,Epinephelus lanceolatus,GCA_005281545.1,PRJNA516312,,GCF_005281545.1,ASM528154v1,GCA_005281545.1,Perciformes,Actinopteri,98.3,Chromosome,1'087'399'367,159'800,46'227'939,1'795,11,22'225,4'200,24,3.61,primary,primary,,2019-05-13,female,haploid,,Yellow Sea Fisheries Research Institute, Chinese Academy of Fishery Sciences,,
310915,species,Pangasianodon hypophthalmus,GCA_003671635.1,,,GCF_003671635.1,VN_pangasius,GCA_003671635.1,Siluriformes,Actinopteri,NA,Scaffold,715'760'110,62'522,14'288'580,3'254,18,23'339,567,,,primary,primary,,2018-10-23,male,haploid,,Institute of Genome Research, Vietnam Academy of Science and Technology,,
315492,species,Lateolabrax maculatus,GCA_004028665.1,,,,ASM402866v1,GCA_004028665.1,Acropomatiformes,Actinopteri,NA,Chromosome,586'070'130,268'459,25'018'904,640,11,5'016,24,24,,,primary,,2019-01-18,female,haploid,,Shenzhen research institute,,
345155,species,Falco biarmicus,GCA_024433245.1,,,,Lanner10X.pri,GCA_024433245.1,Falconiformes,Aves,NA,Scaffold,1'157'944'115,138'651,28'947'013,2'439,13,15'467,729,,,,primary,,2022-07-25,female,haploid,,New York University Abu Dhabi,,
345164,species,Falco cherrug,GCA_000337975.1,PRJNA168071,,GCF_000337975.1,F_cherrug_v1.0,GCA_000337975.1,Falconiformes,Aves,97,Scaffold,1'174'811'715,31'327,4'154'532,10'949,84,75'898,5'863,,2.02,primary,primary,,2013-02-05,male,haploid,,BGI,,
375764,species,Sphaeramia orbicularis,GCA_049176915.1,,,,ASM4917691v1,GCA_049176915.1,Kurtiformes,Actinopteri,NA,Scaffold,1'192'675'271,5'067,41'860'650,53'332,10,590'880,406'225,,,,primary,,2025-03-30,not determined,haploid,,Iridian Genomes,,
394691,species,Sebastes fasciatus,GCA_916700765.1,,,,S-fasciatus_KUI2796,GCA_916700765.1,Perciformes,Actinopteri,NA,Scaffold,796'284'246,47'978,67'600,4'812,3'372,55'869,44'608,,,,primary,,2021-11-12,,haploid,,UNIVERSITY OF CALIFORNIA AT BERKELEY,,
409849,species,Periophthalmus magnuspinnatus,GCA_026225835.1,,,,ASM2622583v1,GCA_026225835.1,Gobiiformes,Actinopteri,NA,Chromosome,734'219'741,2'555'495,32'152'602,82,11,1'082,241,25,,,primary,,2022-11-18,female,haploid,,Pisicola San Silvestre, ISAGEN,6.7;6.C,
439704,species,Porphyrio hochstetteri,GCA_035610435.1,,,,ASM3561043v1,GCA_035610435.1,Gruiformes,Aves,NA,Scaffold,1'116'516'923,40'764,87'420,7'446,3'640,76'199,30'270,,,,primary,,2024-01-12,male,haploid,,Massey University,,
443677,species,Neoarius graeffei,GCA_022956915.1,PRJNA728331,,,ASM2295691v1,GCA_022956915.1,Siluriformes,Actinopteri,9.1,Scaffold,920'289'825,2'203,2'221,127'562,126'279,526'238,522'611,,0.01,,primary,,2022-04-13,missing,haploid,,Iridian Genomes,,
452646,species,Neogale vison,GCA_900108605.1,PRJEB15663,GCA_900108605.1,,NNQGG.v01,GCA_900108605.1,Carnivora,Mammalia,93.3,Scaffold,2'447'189'291,32'336,6'814'223,20'101,103,143'887,7'175,,7.07,,primary,,2018-01-02,male,haploid,,Center for Quantitative Genetics and Genomics,,
454631,species,Rhamphochromis sp. chilingali,GCA_049997595.1,,,,fRhaChi2.0,GCA_049997595.1,Cichliformes,Actinopteri,NA,Contig,851'692'647,1'241'390,1'241'390,197,197,3'317,3'317,,,,primary,,2025-04-29,female,haploid,,University of Cambridge,,
473354,species,Borostomias antarcticus,GCA_900323325.1,PRJEB12469,,,ASM90032332v1,GCA_900323325.1,Stomiiformes,Actinopteri,31.6,Scaffold,430'362'827,3'928,5'368,33'035,22'752,133'045,104'734,,0.18,,primary,,2018-03-26,,haploid,,CEES,,
670352,species,Pluvialis apricaria,GCA_045783575.1,,,,ASM4578357v1,GCA_045783575.1,Charadriiformes,Aves,NA,Scaffold,1'268'097'143,63'435,1'783'715,5'144,184,93'176,71'579,,,,primary,,2024-12-06,female,haploid,,Bird 10,000 Genomes (B10K) consortium,,
1195602,species,Amblyopsis spelaea,GCA_027564775.1,,,,ASM2756477v1,GCA_027564775.1,Percopsiformes,Actinopteri,555081237,9698,11527,15700,10036,111176,99205,,,primary,primary,Scaffold,2023-01-03,not determined,haploid,reference genome,Iridian Genomes,,,1195602,species
1196302,species,Corvus moneduloides,GCA_013398675.1,,,,ASM1339867v1,GCA_013398675.1,Passeriformes,Aves,NA,Scaffold,1'056'525'328,331'397,4'457'534,905,65,11'978,2'993,,,,primary,,2020-07-10,female,haploid,,B10K Consortium,,
1323832,species,Calonectris borealis,GCA_013401115.1,PRJNA545868,,,ASM1340111v1,GCA_013401115.1,Procellariiformes,Aves,87.7,Scaffold,1'166'068'492,63'034,65'340,5'024,4'779,82'951,77'859,,0.04,,primary,,2020-07-10,female,haploid,,B10K Consortium,,
1566151,species,Willisornis vidua,GCA_029286905.1,,,,ASM2928690v1,GCA_029286905.1,Passeriformes,Aves,NA,Scaffold,1'085'501'054,19'858,1'139'183,14'396,240,127'355,38'469,,,,primary,,2023-03-20,female,haploid,,LNCC,,
2546036,species,Lampris incognitus,GCA_022059245.1,,,,ASM2205924v1,GCA_022059245.1,Lampriformes,Actinopteri,NA,Chromosome,1'367'434'603,3'708'147,61'105'648,88,8,1'583,808,22,,,primary,,2022-02-10,male,haploid,,South China Sea Institute of Oceanology, Chinese Academy of Sciences,6.7;6.C,
2767082,subspecies,Lycocorax pyrrhopterus,GCA_014706395.1,,,,ASM1470639v1,GCA_014706395.1,Passeriformes,Aves,NA,Scaffold,1'076'351'741,98'550,4'360'585,3'115,69,35'244,13'781,,,,primary,,2020-09-23,female,haploid,,Uppsala University,,
2939378,species,Oenanthe melanoleuca,GCA_029582105.1,,,GCF_029582105.1,OMel1.0,GCA_029582105.1,Passeriformes,Aves,NA,Chromosome,1'036'256'795,7'795'761,69'618'406,39,6,1'169,587,31,,primary,primary,,2023-04-06,male,haploid,,Swiss Ornithological Institute,6.7;6.C,
3053191,species,Stegostoma tigrinum,GCA_022316705.1,,,GCF_022316705.1,sSteFas1.1,GCA_022316705.1,Orectolobiformes,Chondrichthyes,NA,Chromosome,2'771'866'316,56'707,76'588'082,13'564,13,85'729,1'266,50,,primary,primary,,2022-02-17,female,haploid,,Squalomix,,
