sample	input_type	sequence_type	coverage	genome_length	uniqueness_ratio	HCRM	sequencing_error_rate	average_read_length
GCA_902825255.1_plePla_genome_ann_genomic.hist	histogram	assembly	NA	583115223	0.91	205.84	NA	-1
GCA_006229165.1_NID_genomic.hist	histogram	assembly	NA	451558297	0.87	147.14	NA	-1
GCA_007644095.1_ASM764409v1_genomic.hist	histogram	assembly	NA	2474825569	0.87	41.50	NA	-1
GCA_002863925.1_EquCab3.0_genomic.hist	histogram	assembly	NA	2497184203	0.88	11.45	NA	-1
GCA_001700195.1_Meishan_pig_v1_genomic.hist	histogram	assembly	NA	2430186448	0.86	38.12	NA	-1
GCA_010645085.2_ASM1064508v2_genomic.hist	histogram	assembly	NA	1821380070	0.54	265.85	NA	-1
GCA_011170295.1_ASM1117029v1_genomic.hist	histogram	assembly	NA	2766118091	0.78	47.43	NA	-1
GCA_011327655.1_ASM1132765v1_genomic.hist	histogram	assembly	NA	2144308054	0.93	60.30	NA	-1
GCA_000306695.2_CHM1_1.1_genomic.hist	histogram	assembly	NA	2826426579	0.85	36.10	NA	-1
GCA_015076225.1_ASM1507622v1_genomic.hist	histogram	assembly	NA	2820986907	0.86	36.26	NA	-1
GCA_002833325.1_Pmar_germline_1.0_genomic.hist	histogram	assembly	NA	1042424217	0.69	37.21	NA	-1
GCA_015159235.1_ASM1515923v1_genomic.hist	histogram	assembly	NA	2820167684	0.86	36.30	NA	-1
GCA_029255665.1_ASM2925566v1_genomic.hist	histogram	assembly	NA	2523940422	0.85	169.03	NA	-1
GCA_000148955.1_Petromyzon_marinus-7.0_genomic.hist	histogram	assembly	NA	645137543	0.75	47.93	NA	-1
GCA_030323985.1_ASM3032398v1_genomic.hist	histogram	assembly	NA	659295986	0.96	78.77	NA	-1
GCA_048593225.1_ASM4859322v1_genomic.hist	histogram	assembly	NA	3228447521	0.80	94.12	NA	-1
GCA_012487025.1_Agentilis_1.0_genomic.hist	histogram	assembly	NA	1173956075	0.98	13.16	NA	-1
GCA_036984225.1_ASM3698422v1_genomic.hist	histogram	assembly	NA	3074927550	0.82	12.66	NA	-1
GCA_029234035.1_ASM2923403v1_genomic.hist	histogram	assembly	NA	2512307584	0.85	180.06	NA	-1
GCA_024652985.1_ASM2465298v1_genomic.hist	histogram	assembly	NA	1022628893	0.95	33.99	NA	-1
GCA_015156235.1_ASM1515623v1_genomic.hist	histogram	assembly	NA	2810504855	0.86	36.70	NA	-1
GCA_048594125.1_ASM4859412v1_genomic.hist	histogram	assembly	NA	2873259005	0.73	98.57	NA	-1
GCA_900006655.3_Susie3_genomic.hist	histogram	assembly	NA	3073122416	0.79	212.35	NA	-1
GCA_006130075.1_GSC_cangoose_1.0_genomic.hist	histogram	assembly	NA	1133648114	0.95	19.23	NA	-1
GCA_013398195.1_ASM1339819v1_genomic.hist	histogram	assembly	NA	1017411443	0.98	8.92	NA	-1
GCA_048301465.1_ASM4830146v1_genomic.hist	histogram	assembly	NA	662917352	0.87	334.69	NA	-1
GCA_022316705.1_sSteFas1.1_genomic.hist	histogram	assembly	NA	2597436149	0.89	58.66	NA	-1
GCA_002022865.1_10x.supernova.msHG00733_genomic.hist	histogram	assembly	NA	5577428123	0.02	35.57	NA	-1
GCA_001700135.1_Large_White_v1_genomic.hist	histogram	assembly	NA	2424318309	0.87	39.27	NA	-1
GCA_019455525.1_Marm_hapY_genomic.hist	histogram	assembly	NA	589769434	0.86	98.68	NA	-1
GCA_000350445.1_mm129svJae1.0_genomic.hist	histogram	assembly	NA	2236504169	0.92	149.20	NA	-1
GCA_000687265.1_ASM68726v1_genomic.hist	histogram	assembly	NA	1123685453	0.98	3.43	NA	-1
GCA_006408525.1_CIJ_genomic.hist	histogram	assembly	NA	2556371217	0.82	24.63	NA	-1
GCA_007922195.1_Podocnemis_expansa-1.0_genomic.hist	histogram	assembly	NA	2396938126	0.86	14.99	NA	-1
GCA_015089695.1_ASM1508969v1_genomic.hist	histogram	assembly	NA	2811245654	0.86	36.34	NA	-1
GCA_015076185.1_ASM1507618v1_genomic.hist	histogram	assembly	NA	2826206738	0.85	36.35	NA	-1
GCA_006229185.1_BOT_genomic.hist	histogram	assembly	NA	413784406	0.96	118.42	NA	-1
GCA_045364795.1_bWilVid1_haplotype_1_genomic.hist	histogram	assembly	NA	1233183087	0.85	122.68	NA	-1
GCA_900323325.1_ASM90032332v1_genomic.hist	histogram	assembly	NA	425599508	0.84	388.66	NA	-1
GCA_022833125.2_ASM2283312v2_genomic.hist	histogram	assembly	NA	3075246170	0.79	48.61	NA	-1
GCA_903798175.1_fDreNAz3.1_genomic.hist	histogram	assembly	NA	1217301092	0.80	185.33	NA	-1
GCA_019512145.1_UCB_Epus_1.0_genomic.hist	histogram	assembly	NA	2542005900	0.70	22.91	NA	-1
GCA_002189225.1_ASM218922v1_genomic.hist	histogram	assembly	NA	2130456655	0.94	23.74	NA	-1
GCA_949787125.1_OncTor_H1_v1_genomic.hist	histogram	assembly	NA	2434497467	0.88	127.32	NA	-1
GCA_028646425.1_Grampus_griseus_HiC_genomic.hist	histogram	assembly	NA	2496692347	0.80	51.92	NA	-1
GCA_903231565.1_mfascicularis_v7_1_genomic.hist	histogram	assembly	NA	2506763591	0.85	37.75	NA	-1
GCA_008787405.2_UCB_Mree_1.1_genomic.hist	histogram	assembly	NA	2513154346	0.85	26.41	NA	-1
GCA_025727775.1_ASM2572777v1_genomic.hist	histogram	assembly	NA	1174225560	0.98	5.40	NA	-1
GCA_040368725.1_Danio_rerio_NIES_1.0_genomic.hist	histogram	assembly	NA	1285510216	0.76	354.67	NA	-1
GCA_003231725.1_GBYP_Tthy_1.0_genomic.hist	histogram	assembly	NA	625654724	0.96	0.09	NA	-1
GCA_005444595.1_UMICH_Zoey_3.1_genomic.hist	histogram	assembly	NA	2337077384	0.91	72.62	NA	-1
GCA_000002275.2_ASM227v2_genomic.hist	histogram	assembly	NA	1828872794	0.75	44.87	NA	-1
GCA_001624265.1_ASM162426v1_genomic.hist	histogram	assembly	NA	737838796	0.93	70.63	NA	-1
GCA_008122165.1_Kamilah_GGO_v0_genomic.hist	histogram	assembly	NA	2998821183	0.80	95.86	NA	-1
GCA_015078815.1_ASM1507881v1_genomic.hist	histogram	assembly	NA	2842442085	0.85	36.34	NA	-1
GCA_000003625.1_OryCun2.0_genomic.hist	histogram	assembly	NA	2601485319	0.83	49.75	NA	-1
GCA_000344595.1_CheMyd_1.0_genomic.hist	histogram	assembly	NA	2102134520	0.83	26.88	NA	-1
GCA_036250545.1_ASM3625054v1_genomic.hist	histogram	assembly	NA	731881012	0.75	396.99	NA	-1
GCA_921999865.2_C57BL_6NJ_v3_genomic.hist	histogram	assembly	NA	2508316428	0.85	168.79	NA	-1
GCA_028642525.1_Symphalangus_syndactylus_HiC_genomic.hist	histogram	assembly	NA	2844109277	0.81	42.26	NA	-1
GCA_916700765.1_S-fasciatus_KUI2796_genomic.hist	histogram	assembly	NA	793970086	0.82	123.85	NA	-1
GCA_029234005.1_ASM2923400v1_genomic.hist	histogram	assembly	NA	2516865840	0.85	168.03	NA	-1
GCA_050573455.1_ASM5057345v1_genomic.hist	histogram	assembly	NA	1120349106	0.95	62.19	NA	-1
GCA_001632575.1_C3H_HeJ_v1_genomic.hist	histogram	assembly	NA	2307811677	0.91	154.83	NA	-1
GCA_001624255.1_ASM162425v1_genomic.hist	histogram	assembly	NA	727246544	0.94	80.50	NA	-1
GCA_900302275.1_ASM90030227v1_genomic.hist	histogram	assembly	NA	339039491	0.92	136.43	NA	-1
GCA_021869885.1_ASM2186988v1_genomic.hist	histogram	assembly	NA	1026649847	0.95	17.42	NA	-1
GCA_013399255.1_ASM1339925v1_genomic.hist	histogram	assembly	NA	1181165577	0.97	3.79	NA	-1
GCA_903798165.1_fDreCBz1.1_genomic.hist	histogram	assembly	NA	1199614386	0.81	158.76	NA	-1
GCA_015129375.1_ASM1512937v1_genomic.hist	histogram	assembly	NA	2825679748	0.86	36.55	NA	-1
GCA_013398395.1_ASM1339839v1_genomic.hist	histogram	assembly	NA	963661394	0.99	65.58	NA	-1
GCA_003071005.2_ASM307100v2_genomic.hist	histogram	assembly	NA	2096668224	0.93	27.43	NA	-1
GCA_015129635.1_ASM1512963v1_genomic.hist	histogram	assembly	NA	2816982068	0.86	36.78	NA	-1
GCA_024653035.1_ASM2465303v1_genomic.hist	histogram	assembly	NA	1017359342	0.95	32.41	NA	-1
GCA_029237405.1_ASM2923740v1_genomic.hist	histogram	assembly	NA	2515805149	0.85	170.47	NA	-1
GCA_030267925.1_RissoDolphin_01_genomic.hist	histogram	assembly	NA	2323608075	0.83	76.47	NA	-1
GCA_015128985.1_ASM1512898v1_genomic.hist	histogram	assembly	NA	2830652465	0.86	36.73	NA	-1
GCA_015129725.1_ASM1512972v1_genomic.hist	histogram	assembly	NA	2829702479	0.86	36.59	NA	-1
GCA_004634155.1_Eluc_v4_genomic.hist	histogram	assembly	NA	940806728	0.77	57.94	NA	-1
GCA_030077925.1_LAfr_Ele241_genomic.hist	histogram	assembly	NA	3147396243	0.80	12.26	NA	-1
GCA_034769275.1_CVASU_Gallus_Gallus_GG1F_genomic.hist	histogram	assembly	NA	991635393	0.98	14.07	NA	-1
GCA_049176835.1_ASM4917683v1_genomic.hist	histogram	assembly	NA	1100389732	0.98	18.72	NA	-1
GCA_006346465.1_ASM634646v1_genomic.hist	histogram	assembly	NA	560563109	0.88	288.77	NA	-1
GCA_024679905.1_ASM2467990v1_genomic.hist	histogram	assembly	NA	1044540362	0.91	19.72	NA	-1
GCA_003935095.1_ASM393509v1_genomic.hist	histogram	assembly	NA	458028986	0.81	103.92	NA	-1
GCA_019857665.1_UCB_Ecoq_1.0_genomic.hist	histogram	assembly	NA	2353263031	0.81	51.87	NA	-1
GCA_013399755.1_ASM1339975v1_genomic.hist	histogram	assembly	NA	1125051278	0.94	5.17	NA	-1
GCA_015121865.1_ASM1512186v1_genomic.hist	histogram	assembly	NA	2884271281	0.84	36.25	NA	-1
GCA_004027395.1_CanFam_VD_v1_BIUU_genomic.hist	histogram	assembly	NA	2522308720	0.85	114.67	NA	-1
GCA_015129005.1_ASM1512900v1_genomic.hist	histogram	assembly	NA	2825100900	0.86	36.43	NA	-1
GCA_015107175.1_ASM1510717v1_genomic.hist	histogram	assembly	NA	2825354900	0.86	36.30	NA	-1
GCA_015121665.1_ASM1512166v1_genomic.hist	histogram	assembly	NA	2846258024	0.85	36.42	NA	-1
GCA_001700235.1_Bamei_pig_v1_genomic.hist	histogram	assembly	NA	2426038443	0.87	37.06	NA	-1
GCA_040938825.1_mmar.min_150.pseudohap2.1_HiC.purged_genomic.hist	histogram	assembly	NA	2373610836	0.91	40.91	NA	-1
GCA_001624675.1_NOD_ShiLtJ_v1_genomic.hist	histogram	assembly	NA	2279818543	0.90	147.71	NA	-1
GCA_026284445.1_ASM2628444v1_genomic.hist	histogram	assembly	NA	1152487682	0.95	20.62	NA	-1
GCA_015128905.1_ASM1512890v1_genomic.hist	histogram	assembly	NA	2831145752	0.86	36.24	NA	-1
GCA_000767325.1_WGS31_genomic.hist	histogram	assembly	NA	1385873539	0.73	363.54	NA	-1
GCA_002022525.1_10x.supernova.msHG00512_genomic.hist	histogram	assembly	NA	5587166228	0.02	35.39	NA	-1
GCA_015075025.1_ASM1507502v1_genomic.hist	histogram	assembly	NA	2804666651	0.86	36.43	NA	-1
GCA_029233695.1_ASM2923369v1_genomic.hist	histogram	assembly	NA	2508225038	0.85	135.98	NA	-1
GCA_004119895.1_ASM411989v1_genomic.hist	histogram	assembly	NA	1509140605	0.63	133.79	NA	-1
GCA_024323085.1_ASM2432308v1_genomic.hist	histogram	assembly	NA	3206250432	0.86	124.10	NA	-1
GCA_002940915.3_ASM294091v3_genomic.hist	histogram	assembly	NA	2015097812	0.91	10.17	NA	-1
GCA_000709365.1_ASM70936v1_genomic.hist	histogram	assembly	NA	1144694501	0.96	9.89	NA	-1
GCA_963574375.1_PGDP_MacFas_genomic.hist	histogram	assembly	NA	2747281404	0.89	46.32	NA	-1
GCA_000230815.1_CE_1.0_genomic.hist	histogram	assembly	NA	2621148682	0.90	45.24	NA	-1
GCA_015075945.1_ASM1507594v1_genomic.hist	histogram	assembly	NA	2806375627	0.86	36.42	NA	-1
GCA_000372685.2_Astyanax_mexicanus-2.0_genomic.hist	histogram	assembly	NA	1289172123	0.76	510.28	NA	-1
GCA_010014805.2_ASM1001480v2_genomic.hist	histogram	assembly	NA	1119467531	0.96	18.11	NA	-1
GCA_015143195.1_ASM1514319v1_genomic.hist	histogram	assembly	NA	2825971162	0.86	36.26	NA	-1
GCA_012044875.1_ASM1204487v1_genomic.hist	histogram	assembly	NA	2384223749	0.89	72.59	NA	-1
GCA_015156355.1_ASM1515635v1_genomic.hist	histogram	assembly	NA	2826865983	0.86	36.42	NA	-1
GCA_004023545.1_ASM402354v1_genomic.hist	histogram	assembly	NA	500752893	0.86	137.46	NA	-1
GCA_006547105.1_GSC_toitle_1.0_genomic.hist	histogram	assembly	NA	2104919821	0.86	68.24	NA	-1
GCA_004026945.1_OviCan_v1_BIUU_genomic.hist	histogram	assembly	NA	2830991183	0.76	81.83	NA	-1
GCA_024363105.1_DAL_HAmp_1_genomic.hist	histogram	assembly	NA	2326720712	0.86	41.24	NA	-1
GCA_041430245.1_ASM4143024v1_genomic.hist	histogram	assembly	NA	780183726	0.65	236.34	NA	-1
GCA_024686315.1_ASM2468631v1_genomic.hist	histogram	assembly	NA	1052111446	0.90	14.81	NA	-1
GCA_036784965.1_fSalAlp2_p1.0_genomic.hist	histogram	assembly	NA	2121646592	0.50	118.47	NA	-1
GCA_001624215.1_A_J_v1_genomic.hist	histogram	assembly	NA	2337337763	0.90	159.08	NA	-1
GCA_004028665.1_ASM402866v1_genomic.hist	histogram	assembly	NA	579776665	0.96	136.45	NA	-1
GCA_000002165.1_Mm_Celera_genomic.hist	histogram	assembly	NA	2977604556	0.70	151.84	NA	-1
GCA_965154125.1_Mmenidia_refgenome_anchored.all_renamed_v2_genomic.hist	histogram	assembly	NA	598177365	0.76	76.75	NA	-1
GCA_004023805.1_PanOnc_v1_BIUU_genomic.hist	histogram	assembly	NA	2487193579	0.88	124.94	NA	-1
GCA_921998555.2_129S1_SvImJ_v3_genomic.hist	histogram	assembly	NA	2506013901	0.85	165.33	NA	-1
GCA_004363705.1_KogBre_v1_BIUU_genomic.hist	histogram	assembly	NA	2719776900	0.72	96.24	NA	-1
GCA_015129535.1_ASM1512953v1_genomic.hist	histogram	assembly	NA	2809490314	0.86	36.72	NA	-1
GCA_003342835.1_rhePen1_genomic.hist	histogram	assembly	NA	1121264969	0.98	20.81	NA	-1
GCA_002166845.1_GooseV1.0_genomic.hist	histogram	assembly	NA	1098726208	0.98	22.26	NA	-1
GCA_000225785.1_LatCha1_genomic.hist	histogram	assembly	NA	2174821521	0.85	39.31	NA	-1
GCA_900108605.1_NNQGG.v01_genomic.hist	histogram	assembly	NA	2269325832	0.93	27.26	NA	-1
